iter	RMSE
780	26.34075984
781	26.31671224
782	26.30280305
783	26.28708334
784	26.25633051
785	26.23346601
786	26.2162162
787	26.20151257
788	26.19515608
789	26.17622415
790	26.14506653
791	26.12599858
792	26.09309904
793	26.07466666
794	26.04074003
795	26.03096476
796	26.00988737
797	25.98776463
798	25.9696379
799	25.94594754
800	25.93650012
801	25.92561375
802	25.91093805
803	25.88553254
804	25.85352556
805	25.83607381
806	25.82317512
807	25.81360705
808	25.78544101
809	25.76389157
810	25.7455413
811	25.73014425
812	25.70505056
813	25.68788026
814	25.65868887
815	25.64763234
816	25.63886761
817	25.61106964
818	25.58464434
819	25.58133698
820	25.55352903
821	25.5358042
822	25.52483916
823	25.50833084
824	25.48893711
825	25.48646145
826	25.46465592
827	25.44800869
828	25.42472695
829	25.41653272
830	25.40934718
831	25.37753495
832	25.360817
833	25.35380213
834	25.3331931
835	25.32186818
836	25.32037379
837	25.30507705
838	25.2940382
839	25.27815103
840	25.25260205
841	25.23452129
842	25.22270516
843	25.19688167
844	25.18523105
845	25.16033056
846	25.14113034
847	25.12034675
848	25.09619684
849	25.09447502
850	25.073629
851	25.06120052
852	25.03650151
853	25.01388413
854	25.00348325
855	24.99934958
856	24.97978509
857	24.96416281
858	24.94588648
859	24.92755959
860	24.91277036
861	24.90231658
862	24.89014038
863	24.86779113
864	24.86090977
865	24.83583722
866	24.82711568
867	24.81261111
868	24.80443704
869	24.80018872
870	24.78466822
871	24.75665717
872	24.73632785
873	24.71705468
874	24.70283367
875	24.69572236
876	24.68252213
877	24.67408595
878	24.65904736
879	24.64590507
880	24.63295629
881	24.62175024
882	24.60374355
883	24.57886462
884	24.56606453
885	24.53742769
886	24.52994013
887	24.52217587
888	24.49510104
889	24.47134541
890	24.45848988
891	24.4412328
892	24.40015299
893	24.37248134
894	24.36644256
895	24.34147201
896	24.32430147
897	24.3040031
898	24.28415519
899	24.26466749
900	24.24541619
901	24.23109222
902	24.21163757
903	24.19097053
904	24.18687794
905	24.15843877
906	24.1533371
907	24.13134606
908	24.10609563
909	24.08746386
910	24.06965791
911	24.05444522
912	24.03506592
913	24.01473297
914	23.99597127
915	23.97828612
916	23.97136091
917	23.95202058
918	23.9433455
919	23.92756829
920	23.90948706
921	23.88949633
922	23.8679329
923	23.84583881
924	23.83013046
925	23.82689139
926	23.80899033
927	23.80445151
928	23.7785478
929	23.7517297
930	23.73977265
931	23.72310236
932	23.70292619
933	23.70047678
934	23.68138996
935	23.66228446
936	23.6604858
937	23.63723716
938	23.63014413
939	23.62117023
940	23.59435701
941	23.58098833
942	23.57066486
943	23.55977451
944	23.54984738
945	23.53672809
946	23.52398578
947	23.51576871
948	23.5079846
949	23.49876719
950	23.48703056
951	23.45744175
952	23.44261926
953	23.4324667
954	23.43177452
955	23.41559778
956	23.39625939
957	23.38026581
958	23.37633761
959	23.35268664
960	23.34177144
961	23.32497078
962	23.31217991
963	23.28660355
964	23.26241948
965	23.25346719
966	23.25166643
967	23.22744933
968	23.20377179
969	23.18276461
970	23.17067473
971	23.15944041
972	23.15210034
973	23.14764198
974	23.12171407
975	23.1175738
976	23.08777969
977	23.07109246
978	23.05281049
979	23.04092566
980	23.02786025
981	23.01885743
982	23.01745944
983	23.00997397
984	22.98960454
985	22.97319429
986	22.95109473
987	22.93654411
988	22.92876135
989	22.9048746
990	22.87945371
991	22.86538656
992	22.84902186
993	22.83314706
994	22.82629928
995	22.80471085
996	22.78453483
997	22.77175872
998	22.74592106
999	22.72230739
