iter	Passed	Remaining
425	656	884
426	657	882
427	658	880
428	659	878
429	660	875
430	661	873
431	662	871
432	663	869
433	664	867
434	665	864
435	666	862
436	668	860
437	669	858
438	670	856
439	671	854
440	672	851
441	673	849
442	674	847
443	675	845
444	676	843
445	677	841
446	678	839
447	680	838
448	681	836
449	682	834
450	683	831
451	684	829
452	685	827
453	686	825
454	687	823
455	688	821
456	689	818
457	691	817
458	692	815
459	693	813
460	694	811
461	694	809
462	696	807
463	697	805
464	698	803
465	699	801
466	700	798
467	701	796
468	702	794
469	702	792
470	703	790
471	704	788
472	706	786
473	707	784
474	708	782
475	709	781
476	710	779
477	711	777
478	712	775
479	714	773
480	715	771
481	716	769
482	717	767
483	718	765
484	719	763
485	720	761
486	721	759
487	722	758
488	723	756
489	724	754
490	725	752
491	726	750
492	727	748
493	728	746
494	729	744
495	730	742
496	731	740
497	732	738
498	733	736
499	734	734
500	735	732
501	736	730
502	737	728
503	738	726
504	739	725
505	740	723
506	742	721
507	743	719
508	744	718
509	745	716
510	746	714
511	747	712
512	748	710
513	749	709
514	750	707
515	751	705
516	753	703
517	754	701
518	755	700
519	756	698
520	757	696
521	758	694
522	759	692
523	760	690
524	761	688
525	762	687
526	763	685
527	764	683
528	765	681
529	766	679
530	767	678
531	769	676
532	770	674
533	771	673
534	772	671
535	773	669
536	774	668
537	776	666
538	777	664
539	778	663
540	779	661
541	780	659
542	781	657
543	782	656
544	783	654
545	784	652
546	785	650
547	786	648
548	788	647
549	789	645
550	790	643
551	791	642
552	792	640
553	793	638
554	794	637
555	795	635
556	796	633
557	797	631
558	798	630
559	799	628
560	801	627
561	802	625
562	803	623
563	804	622
564	805	620
565	807	619
566	809	617
567	810	616
568	812	615
569	813	613
570	814	611
571	815	610
572	816	608
573	817	606
574	818	605
575	820	603
576	821	601
577	822	600
578	824	599
579	825	597
580	826	596
581	827	594
582	828	592
583	829	590
584	830	589
585	831	587
586	832	585
587	834	584
588	835	582
589	836	581
590	837	579
591	838	577
592	839	576
593	840	574
594	841	572
595	842	571
596	843	569
597	844	567
598	845	565
599	846	564
600	847	562
601	848	560
602	849	559
603	850	557
604	851	556
605	852	554
606	854	552
607	854	551
608	856	549
609	857	547
610	858	546
611	859	544
612	860	543
613	861	541
614	862	539
615	863	538
616	864	536
617	865	535
618	866	533
619	867	531
620	868	530
621	869	528
622	870	526
623	871	525
624	872	523
625	873	521
626	874	520
627	875	518
628	876	516
629	877	515
630	878	513
631	879	512
632	880	510
633	881	508
634	882	507
635	883	505
636	884	504
637	885	502
638	886	500
639	887	499
640	888	497
641	889	496
642	890	494
643	891	492
644	892	491
645	893	489
646	894	488
647	895	486
648	896	484
649	897	483
650	898	481
651	899	480
652	900	478
653	901	477
654	902	475
655	904	474
656	905	472
657	906	471
658	907	469
659	908	467
660	909	466
661	910	464
662	911	463
663	912	461
664	913	460
665	914	458
666	915	456
667	916	455
668	917	453
669	918	452
670	919	450
671	920	449
672	921	447
673	922	445
674	923	444
675	924	442
676	925	441
677	926	439
678	927	438
679	928	436
680	929	435
681	930	433
682	931	432
683	932	430
684	933	429
685	934	427
686	935	426
687	936	424
688	937	423
689	938	421
690	939	420
691	940	418
692	941	417
693	942	415
694	943	414
695	944	412
696	945	411
697	946	409
698	947	408
699	948	406
700	949	404
701	950	403
702	951	401
703	952	400
704	953	398
705	954	397
706	955	395
707	956	394
708	957	392
709	958	391
710	958	389
711	959	388
712	960	386
713	961	385
714	962	383
715	963	382
716	964	380
717	965	379
718	966	377
719	967	376
720	968	374
721	969	373
722	970	372
723	972	370
724	973	369
725	974	367
726	975	366
727	976	364
728	977	363
729	978	361
730	979	360
731	980	358
732	981	357
733	982	355
734	983	354
735	984	353
736	985	351
737	986	350
738	987	348
739	988	347
740	989	345
741	990	344
742	991	342
743	992	341
744	993	339
745	994	338
746	995	337
747	996	335
748	997	334
749	998	332
750	999	331
751	1000	329
752	1001	328
753	1002	326
754	1003	325
755	1004	324
756	1005	322
757	1006	321
758	1007	319
759	1007	318
760	1009	316
761	1010	315
762	1011	314
763	1012	312
764	1013	311
765	1014	309
766	1015	308
767	1016	306
768	1017	305
769	1018	304
770	1019	302
771	1019	301
772	1020	299
773	1021	298
774	1022	296
775	1023	295
776	1024	294
777	1026	292
778	1027	291
779	1028	290
780	1029	288
781	1030	287
782	1031	285
783	1032	284
784	1033	283
785	1034	281
786	1035	280
787	1036	278
788	1037	277
789	1038	276
790	1040	274
791	1042	273
792	1043	272
793	1044	270
794	1045	269
795	1046	268
796	1047	266
797	1048	265
798	1050	264
799	1051	262
800	1051	261
801	1053	259
802	1053	258
803	1055	257
804	1056	255
805	1057	254
806	1058	253
807	1059	251
808	1060	250
809	1061	248
810	1062	247
811	1063	246
812	1064	244
813	1065	243
814	1066	242
815	1067	240
816	1068	239
817	1069	237
818	1070	236
819	1071	235
820	1072	233
821	1073	232
822	1074	231
823	1075	229
824	1076	228
825	1077	227
826	1078	225
827	1079	224
828	1080	222
829	1081	221
830	1082	220
831	1083	218
832	1084	217
833	1085	216
834	1086	214
835	1087	213
836	1088	212
837	1089	210
838	1090	209
839	1091	207
840	1093	206
841	1094	205
842	1095	203
843	1096	202
844	1097	201
845	1098	199
846	1099	198
847	1100	197
848	1101	195
849	1102	194
850	1103	193
851	1104	191
852	1105	190
853	1106	189
854	1107	187
855	1108	186
856	1109	185
857	1110	183
858	1111	182
859	1112	181
860	1113	179
861	1114	178
862	1115	177
863	1116	175
864	1117	174
865	1118	173
866	1119	171
867	1120	170
868	1121	169
869	1122	167
870	1123	166
871	1124	165
872	1126	163
873	1127	162
874	1128	161
875	1129	159
876	1130	158
877	1131	157
878	1132	155
879	1133	154
880	1134	153
881	1135	151
882	1136	150
883	1137	149
884	1139	148
885	1140	146
886	1141	145
887	1142	144
888	1143	142
889	1144	141
890	1145	140
891	1146	138
892	1147	137
893	1148	136
894	1149	134
895	1150	133
896	1151	132
897	1152	130
898	1153	129
899	1155	128
900	1156	127
901	1157	125
902	1158	124
903	1159	123
904	1160	121
905	1161	120
906	1162	119
907	1163	117
908	1164	116
909	1165	115
910	1166	113
911	1167	112
912	1168	111
913	1169	110
914	1170	108
915	1171	107
916	1172	106
917	1173	104
918	1174	103
919	1175	102
920	1176	100
921	1177	99
922	1178	98
923	1179	96
924	1180	95
925	1181	94
926	1181	93
927	1182	91
928	1183	90
929	1184	89
930	1185	87
931	1186	86
932	1187	85
933	1188	83
934	1189	82
935	1190	81
936	1191	80
937	1192	78
938	1193	77
939	1194	76
940	1195	74
941	1196	73
942	1197	72
943	1198	71
944	1199	69
945	1200	68
946	1201	67
947	1202	65
948	1203	64
949	1204	63
950	1205	62
951	1206	60
952	1207	59
953	1208	58
954	1209	56
955	1210	55
956	1211	54
957	1212	53
958	1213	51
959	1213	50
960	1215	49
961	1216	48
962	1217	46
963	1218	45
964	1219	44
965	1219	42
966	1220	41
967	1221	40
968	1222	39
969	1223	37
970	1224	36
971	1225	35
972	1226	34
973	1227	32
974	1228	31
975	1230	30
976	1231	28
977	1233	27
978	1234	26
979	1235	25
980	1236	23
981	1237	22
982	1239	21
983	1240	20
984	1241	18
985	1242	17
986	1243	16
987	1244	15
988	1245	13
989	1246	12
990	1247	11
991	1248	10
992	1249	8
993	1250	7
994	1251	6
995	1252	5
996	1253	3
997	1254	2
998	1255	1
999	1256	0
